Organism_ID,Pit,Phylum,Organism,code
883.0,4.065877456301281,Proteobacteria,Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637) (Strain: Miyazaki F / DSM 19637),1
885.0,4.131341500011915,Proteobacteria,Desulfovibrio sp.,1
892.0,4.1228369934889555,Proteobacteria,Desulfuromonas sp.,1
901.0,4.105537456387522,Proteobacteria,Desulfovibrio piger,1
905.0,4.151610844091477,Firmicutes,Acidaminococcus fermentans (Strain: pGA-4),40
907.0,4.1678379016220655,Firmicutes,Megasphaera elsdenii (Strain: J1),40
913.0,4.087070355570155,Proteobacteria,Nitrobacter winogradskyi (Nitrobacter agilis) (Strain: NBRC 14297),1
915.0,4.145948220638885,Proteobacteria,Nitrosomonas europaea (Strain: Nm35),1
916.0,4.148237210327687,Proteobacteria,Nitrosomonas eutropha (Strain: Nm 57),1
917.0,4.163323061601436,Proteobacteria,Nitrosomonas marina (Strain: Nm71),1
920.0,4.114533303703087,Proteobacteria,Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans) (Strain: BY0502),1
921.0,4.028983081817585,Proteobacteria,Starkeya novella (Thiobacillus novellus),1
924.0,4.095800456137142,Proteobacteria,Thiobacillus sp.,1
930.0,4.139423488890668,Proteobacteria,Acidithiobacillus thiooxidans (Thiobacillus thiooxidans) (Strain: A02),1
955.0,4.134818108518483,Proteobacteria,Wolbachia pipientis (Strain: HN2016),1
959.0,4.154661895216039,Proteobacteria,Bdellovibrio bacteriovorus (Strain: SSB218315),1
960.0,4.148516989947847,Proteobacteria,Bacteriovorax stolpii (Strain: DSM 12778),1
964.0,4.095392602808484,Proteobacteria,Herbaspirillum seropedicae (Strain: AG215),1
966.0,4.143969789927419,Proteobacteria,Oceanospirillum linum (Strain: ATCC 11336),1
971.0,4.157112922819561,Firmicutes,Selenomonas ruminantium (Strain: KH1T6),40
983.0,4.141868836839759,Bacteroidetes,Flavobacterium flevense (Strain: NBRC 14960),29
986.0,4.138229489826219,Bacteroidetes,Flavobacterium johnsoniae (Cytophaga johnsonae) (Strain: 379),29
988.0,4.145264661302539,Bacteroidetes,Leeuwenhoekiella marinoflava (Strain: LMG 1345),29
989.0,4.166085930284428,Bacteroidetes,Marinilabilia salmonicolor (Strain: 160A),29
990.0,4.184064259297586,Bacteroidetes,Cytophaga xylanolytica (Strain: DSM 6779),29
991.0,4.1300914477850235,Bacteroidetes,Flavobacterium hydatis (Cytophaga aquatilis) (Strain: DSM 2063),29
996.0,4.1294961007627835,Bacteroidetes,Flavobacterium columnare (Strain: 94-081),29
1003.0,4.153601208317415,Bacteroidetes,"Thermoflexibacter ruber (Strain: GEY, DSM 9560)",29
1004.0,4.171203230154571,Bacteroidetes,Chitinophaga sancti (Strain: DSM 784),29
1010.0,4.154249436276643,Bacteroidetes,Sphingobacterium mizutaii (Strain: DSM 11724),29
1015.0,4.1551724947156385,Bacteroidetes,Bergeyella zoohelcum (Strain: NCTC11661),29
1017.0,4.157629859322407,Bacteroidetes,Capnocytophaga gingivalis (Strain: H1496),29
1018.0,4.1567833721965775,Bacteroidetes,Capnocytophaga ochracea (Strain: NCTC11545),29
1019.0,4.157530319283412,Bacteroidetes,Capnocytophaga sputigena (Strain: H4486),29
1028.0,4.139695307562372,Bacteroidetes,Marivirga sericea (Strain: DSM 4125),29
1032.0,4.146496376207153,Proteobacteria,Thiothrix sp.,1
1035.0,4.096986418060917,Proteobacteria,Afipia felis (Cat scratch disease bacillus) (Strain: NCTC12722),1
1042.0,4.070308731478004,Proteobacteria,Erythrobacter sp.,1
1044.0,4.089146102712049,Proteobacteria,Erythrobacter longus (Strain: DSM 6997),1
1048.0,4.025027212034436,Proteobacteria,Marichromatium gracile (Chromatium gracile) (Strain: DSM 203),1
1052.0,4.101382619635898,Proteobacteria,Halorhodospira halochloris (Ectothiorhodospira halochloris) (Strain: DSM-1059),1
1058.0,4.070397283966444,Proteobacteria,Thiocapsa roseopersicina (Strain: DSM 217),1
1061.0,4.037179878777978,Proteobacteria,Rhodobacter capsulatus (Rhodopseudomonas capsulata) (Strain: DSM 938 / 37b4),1
1063.0,4.052388313271026,Proteobacteria,Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides) (Strain: AB24),1
1071.0,4.049938396096694,Proteobacteria,Rhodopila globiformis (Rhodopseudomonas globiformis) (Strain: DSM 161),1
1074.0,4.044754715832233,Proteobacteria,Rhodoblastus acidophilus (Rhodopseudomonas acidophila) (Strain: DSM 137),1
1076.0,4.072992863861632,Proteobacteria,Rhodopseudomonas palustris (Strain: YSC3),1
1079.0,4.057400865456002,Proteobacteria,Blastochloris viridis (Rhodopseudomonas viridis) (Strain: ATCC 19567 / DSM 133 / F),1
1082.0,4.0425310956730005,Proteobacteria,Phaeospirillum fulvum (Rhodospirillum fulvum) (Strain: DSM 13234),1
1092.0,4.143887055649584,Chlorobi,Chlorobium limicola (Strain: Frasassi),28
1094.0,4.129706742410435,Chlorobi,Chlorobium phaeovibrioides (Strain: BrKhr-17),28
1098.0,4.144026735867486,Chlorobi,Prosthecochloris vibrioformis (Chlorobium vibrioforme) (Strain: DSM 260),28
1100.0,4.127480153794027,Chlorobi,Pelodictyon luteolum,28
1112.0,4.041160666987866,Proteobacteria,Porphyrobacter neustonensis (Strain: DSM 9434),1
1140.0,4.085009863678045,Cyanobacteria,Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2) (Strain: PCC 7942),49
1147.0,4.144362821069611,Cyanobacteria,Synechocystis sp. (strain PCC 6714) (Aphanocapsa sp. (strain PCC 6714)) (Strain: PCC 6714),49
1153.0,4.145601356972073,Cyanobacteria,Pseudanabaena sp.,49
1188.0,4.149558166691577,Cyanobacteria,Tolypothrix sp. PCC 7601 (Strain: PCC 7601 / UTEX B 481),49
1231.0,4.135362509690798,Proteobacteria,Nitrosospira multiformis (Strain: Nl8),1
1233.0,4.138380318825513,Proteobacteria,Nitrosovibrio tenuis (Strain: Nv1),1
1238.0,4.166432084513192,Proteobacteria,Piscirickettsia salmonis (Strain: B1-32597),1
1245.0,4.1324630711103785,Firmicutes,Leuconostoc mesenteroides (Strain: NCTC12954),40
1246.0,4.118506204677954,Firmicutes,Leuconostoc lactis (Strain: WiKim40),40
1247.0,4.124762863289977,Firmicutes,Oenococcus oeni (Leuconostoc oenos) (Strain: c1),40
1249.0,4.135161141730681,Firmicutes,Weissella paramesenteroides (Leuconostoc paramesenteroides) (Strain: WpK4),40
1251.0,4.136117536081281,Firmicutes,Leuconostoc fallax (Strain: ATCC 700006),40
1252.0,4.1295542868307695,Firmicutes,Leuconostoc carnosum (Strain: MFPC16A2803),40
1254.0,4.149262700279704,Firmicutes,Pediococcus acidilactici (Strain: JQII-5),40
1255.0,4.143767524228511,Firmicutes,Pediococcus pentosaceus (Strain: NBRC 107768),40
1260.0,4.096330460702039,Firmicutes,Finegoldia magna (Peptostreptococcus magnus) (Strain: 07T609),40
1261.0,4.114651100084012,Firmicutes,Peptostreptococcus anaerobius (Strain: MJR8628A),40
1264.0,4.161866769407783,Firmicutes,Ruminococcus albus (Strain: KH2T6),40
1265.0,4.156279863576347,Firmicutes,Ruminococcus flavefaciens (Strain: SAb67),40
1267.0,4.086776671481437,Firmicutes,Clostridium ventriculi (Sarcina ventriculi) (Strain: 2789STDY5834858),40
1270.0,3.959745306698216,Actinobacteria,Micrococcus luteus (Micrococcus lysodeikticus) (Strain: SA211),48
1272.0,4.026815254785918,Actinobacteria,Kocuria varians (Micrococcus varians) (Strain: NBRC 15358),48
1273.0,4.0859203332647125,Actinobacteria,Micrococcus lylae (Strain: BCRC 12151),48
1274.0,4.025789300826523,Actinobacteria,Dermacoccus nishinomiyaensis (Strain: TSA37),48
1275.0,3.9804497213735446,Actinobacteria,Kocuria rosea (Deinococcus erythromyxa) (Micrococcus rubens) (Strain: NCTC2676_1),48
1280.0,4.146285554452355,Firmicutes,Staphylococcus aureus (Strain: NCTC5664),40
1282.0,4.146499102871154,Firmicutes,Staphylococcus epidermidis (Strain: S16),40
1283.0,4.138868483964464,Firmicutes,Staphylococcus haemolyticus (Strain: FDAARGOS_148),40
1284.0,4.148755278769144,Firmicutes,Staphylococcus hyicus (Strain: SNUC 5959),40
1286.0,4.146372326006648,Firmicutes,Staphylococcus simulans (Strain: SNUC 3896),40
1288.0,4.1404577453637526,Firmicutes,Staphylococcus xylosus (Strain: SNUC 196),40
1290.0,4.148917872655401,Firmicutes,Staphylococcus hominis (Strain: A9),40
1292.0,4.149321608142742,Firmicutes,Staphylococcus warneri (Strain: SNUC 2993),40
1293.0,4.144643736891286,Firmicutes,Staphylococcus gallinarum (Strain: SNUC 1388),40
1294.0,4.1513712561884475,Firmicutes,Staphylococcus muscae (Strain: NCTC13833),40
1295.0,4.152603507942401,Firmicutes,Staphylococcus schleiferi (Strain: TSCC54),40
1296.0,4.139267173876127,Firmicutes,Staphylococcus sciuri (Strain: SNUC 174),40
1302.0,4.132599547123084,Firmicutes,Streptococcus gordonii (Strain: A8),40
1303.0,4.132672113882354,Firmicutes,Streptococcus oralis (Strain: NU39),40
1304.0,4.132957774029309,Firmicutes,Streptococcus salivarius (Strain: UMB0028),40
1305.0,4.13101408310668,Firmicutes,Streptococcus sanguinis (Strain: KLC03),40
1306.0,4.132792301105426,Firmicutes,Streptococcus sp.,40
1307.0,4.134043554058723,Firmicutes,Streptococcus suis (Strain: LSS30),40
1308.0,4.138653418787237,Firmicutes,Streptococcus thermophilus (Strain: LMG S-29186),40
1309.0,4.131641016548394,Firmicutes,Streptococcus mutans (Strain: FDAARGOS_258),40
1311.0,4.1394848213036255,Firmicutes,Streptococcus agalactiae (Strain: DK-B-USS-225),40
1313.0,4.145036897886071,Firmicutes,Streptococcus pneumoniae (Strain: SMRU1537),40
1314.0,4.136317266919402,Firmicutes,Streptococcus pyogenes (Strain: SC21),40
1318.0,4.136052794270193,Firmicutes,Streptococcus parasanguinis (Strain: MGH413),40
1323.0,4.175339104988408,Firmicutes,Faecalicoccus pleomorphus (Strain: TF08-11),40
1326.0,4.136700126408964,Firmicutes,Streptococcus acidominimus (Strain: HT4),40
1328.0,4.13565623820447,Firmicutes,Streptococcus anginosus (Strain: J4211),40
1329.0,4.136493763669743,Firmicutes,Streptococcus canis,40
1334.0,4.140445689055694,Firmicutes,Streptococcus dysgalactiae (Strain: Kdys0611),40
1335.0,4.132005579974693,Firmicutes,Streptococcus equinus (Streptococcus bovis) (Strain: Sb04),40
1337.0,4.136265895890537,Firmicutes,Streptococcus hyointestinalis (Strain: NCTC12224),40
1338.0,4.137322127410443,Firmicutes,Streptococcus intermedius (Strain: A4),40
1340.0,4.133648784270009,Firmicutes,Streptococcus porcinus (Strain: NCTC5385),40
1343.0,4.130399724096847,Firmicutes,Streptococcus vestibularis (Strain: NCTC12167),40
1345.0,4.128165174779103,Firmicutes,Streptococcus ferus (Strain: NCTC12278),40
1346.0,4.134565641730298,Firmicutes,Streptococcus iniae (Streptococcus shiloi) (Strain: UEL-Si1),40
1348.0,4.133302383857371,Firmicutes,Streptococcus parauberis (Strain: FSL S3-0563),40
1349.0,4.132385811244127,Firmicutes,Streptococcus uberis (Strain: NCTC4672),40
1351.0,4.140740459817618,Firmicutes,Enterococcus faecalis (Streptococcus faecalis) (Strain: 12-8-01),40
1352.0,4.147080732501011,Firmicutes,Enterococcus faecium (Streptococcus faecium) (Strain: IHC12),40
1353.0,4.145701971383971,Firmicutes,Enterococcus gallinarum (Strain: NCTC12360),40
1354.0,4.145604615895341,Firmicutes,Enterococcus hirae (Strain: S44),40
1358.0,4.126492872334836,Firmicutes,Lactococcus lactis (Strain: M1734.1),40
1359.0,4.130521444430953,Firmicutes,Lactococcus lactis subsp. cremoris (Streptococcus cremoris) (Strain: ASCC880900),40
1360.0,4.126411101120029,Firmicutes,Lactococcus lactis subsp. lactis (Streptococcus lactis) (Strain: DPC 6756),40
1363.0,4.132737672803052,Firmicutes,Lactococcus garvieae (Strain: M14),40
1364.0,4.126761063940248,Firmicutes,Lactococcus piscium (Strain: CMTALT02),40
1365.0,4.125266267764153,Firmicutes,Lactococcus plantarum (Strain: DSM 20686),40
1366.0,4.127957145895394,Firmicutes,Lactococcus raffinolactis (Strain: ATCC 43920),40
1371.0,4.150437138151106,Firmicutes,Marinococcus halophilus (Strain: NBRC 102359),40
1373.0,4.133799049374775,Firmicutes,Planococcus citreus (Strain: DSM 20549),40
1374.0,4.137717767016954,Firmicutes,Planococcus kocurii (Strain: ATCC 43650),40
1376.0,4.14460590381743,Firmicutes,Aerococcus urinae (Strain: CCUG36881),40
1377.0,4.136188918865038,Firmicutes,Aerococcus viridans (Strain: NCTC7595),40
1390.0,4.150854776589148,Firmicutes,Bacillus amyloliquefaciens (Bacillus velezensis) (Strain: E1101),40
1392.0,4.1504814101648675,Firmicutes,Bacillus anthracis (Strain: AFS003761),40
1393.0,4.15516604949878,Firmicutes,Brevibacillus brevis (Bacillus brevis) (Strain: ATCC 35690),40
1394.0,4.140614625603877,Firmicutes,Bacillus caldolyticus (Strain: NEB414),40
1396.0,4.151090192183045,Firmicutes,Bacillus cereus (Strain: AFS029792),40
1397.0,4.143431238772172,Firmicutes,Bacillus circulans (Strain: FDAARGOS_343),40
1398.0,4.150579555158928,Firmicutes,Bacillus coagulans (Strain: AF24-19),40
1399.0,4.140727115659345,Firmicutes,Bacillus firmus (Strain: 14_TX),40
1401.0,4.160144185508485,Firmicutes,Paenibacillus lautus (Bacillus lautus) (Strain: MDMC362),40
1402.0,4.150376586828231,Firmicutes,Bacillus licheniformis (Strain: NCTC8721),40
1404.0,4.149985122536709,Firmicutes,Bacillus megaterium (Strain: Mn1-4),40
1405.0,4.150219931822861,Firmicutes,Bacillus mycoides (Strain: INRA 5),40
1406.0,4.159182939545227,Firmicutes,Paenibacillus polymyxa (Bacillus polymyxa) (Strain: NCTC4744),40
1408.0,4.1520492226517645,Firmicutes,Bacillus pumilus (Bacillus mesentericus) (Strain: 15.1),40
1409.0,4.150009319583139,Firmicutes,Bacillus sp. (Strain: FDAARGOS_509),40
1421.0,4.14628477151929,Firmicutes,Lysinibacillus sphaericus (Bacillus sphaericus) (Strain: NCTC11025),40
1422.0,4.144354666441435,Firmicutes,Geobacillus stearothermophilus (Bacillus stearothermophilus) (Strain: DSM 458),40
1423.0,4.153310663435433,Firmicutes,Bacillus subtilis (Strain: HDZK-BYSB7),40
1426.0,4.156586480013638,Firmicutes,Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius) (Strain: W-2),40
1428.0,4.152498398529944,Firmicutes,Bacillus thuringiensis (Strain: NMTD81),40
1442.0,4.151341292744193,Firmicutes,Bacillus thuringiensis subsp. tolworthi (Strain: Pasteur Institute Standard strain),40
1450.0,4.146168163822548,Firmicutes,Alicyclobacillus acidoterrestris (Strain: NBRC 106287),40
1451.0,4.1611498749480464,Firmicutes,Paenibacillus amylolyticus (Strain: FSL H8-0246),40
1452.0,4.150252442424088,Firmicutes,Bacillus atrophaeus (Strain: PCI 246),40
1455.0,4.145048275096699,Firmicutes,Bacillus badius (Strain: DSM 5610),40
1459.0,4.143508334752238,Firmicutes,Sporosarcina globispora (Bacillus globisporus) (Strain: DSM 4),40
1461.0,4.133556358467842,Firmicutes,Psychrobacillus insolitus (Strain: DSM 5),40
1462.0,4.146364603708927,Firmicutes,Geobacillus kaustophilus (Strain: Et7/4),40
1465.0,4.162623769823716,Firmicutes,Brevibacillus laterosporus (Bacillus laterosporus) (Strain: Rsp),40
1467.0,4.146047965567146,Firmicutes,Bacillus lentus (Strain: NCTC4824),40
1468.0,4.1603387570355626,Firmicutes,Paenibacillus macquariensis (Bacillus macquariensis) (Strain: DSM 2),40
1472.0,4.160613868774625,Firmicutes,Paenibacillus pabuli (Strain: NG-13),40
1473.0,4.1501782695925735,Firmicutes,Virgibacillus pantothenticus (Strain: DSM 26),40
1474.0,4.139054220927654,Firmicutes,Sporosarcina pasteurii (Bacillus pasteurii) (Strain: NCTC4822),40
1476.0,4.135048672254285,Firmicutes,Sporosarcina psychrophila (Bacillus psychrophilus) (Strain: DSM 6497),40
1477.0,4.1630929223633215,Firmicutes,Paenibacillus larvae subsp. pulvifaciens (Strain: CCM 38),40
1478.0,4.141353016896826,Firmicutes,Bacillus simplex (Strain: VanAntwerpen02),40
1479.0,4.152598230071383,Firmicutes,Bacillus smithii (Strain: DSM 4216),40
1482.0,4.143369902003703,Firmicutes,Virgibacillus halodenitrificans (Bacillus halodenitrificans) (Strain: PDB-F2),40
1487.0,4.15380663675912,Firmicutes,Butyribacterium methylotrophicum (Strain: DSM 3468),40
1490.0,4.088875997312072,Firmicutes,Paraclostridium bifermentans (Clostridium bifermentans) (Strain: SU1074NT),40
1491.0,4.088861598847535,Firmicutes,Clostridium botulinum (Strain: 277-00),40
1492.0,4.104454412334417,Firmicutes,Clostridium butyricum (Strain: 300064),40
1494.0,4.081865865535732,Firmicutes,Clostridium cochlearium (Strain: NLAE-zl-C224),40
1496.0,4.117009604667284,Firmicutes,Clostridioides difficile (Peptoclostridium difficile) (Strain: IOW001),40
1497.0,4.129302637659336,Firmicutes,Clostridium formicaceticum (Strain: ATCC 27076),40
1498.0,4.085619926024014,Firmicutes,Hathewaya histolytica (Clostridium histolyticum) (Strain: NCTC503),40
1501.0,4.103071897975872,Firmicutes,Clostridium pasteurianum (Strain: M150B),40
1502.0,4.082569705679443,Firmicutes,Clostridium perfringens (Strain: MJR7757A),40
1503.0,4.087637415415209,Firmicutes,Gottschalkia purinilytica (Clostridium purinilyticum) (Strain: DSM 1384),40
1504.0,4.07995665800443,Firmicutes,Clostridium septicum (Strain: VAT12),40
1505.0,4.079541019666466,Firmicutes,Paeniclostridium sordellii (Clostridium sordellii) (Strain: R28058),40
1506.0,4.121857318143768,Firmicutes,Clostridium sp.,40
1507.0,4.134620920441135,Firmicutes,Clostridium sp. (strain ATCC 29733 / VPI C48-50) (Strain: ATCC 29733),40
1509.0,4.091161757530825,Firmicutes,Clostridium sporogenes (Strain: PA 3679),40
1512.0,4.15981896006825,Firmicutes,Clostridium symbiosum (Bacteroides symbiosus) (Strain: 2789STDY5834864),40
1513.0,4.081011481854325,Firmicutes,Clostridium tetani (Strain: 2017.061),40
1515.0,4.137965869714675,Firmicutes,Hungateiclostridium thermocellum (Clostridium thermocellum) (Strain: PAL5),40
1516.0,4.1032756282991265,Firmicutes,Thermoanaerobacter thermohydrosulfuricus (Clostridium thermohydrosulfuricum) (Strain: DSM 7021),40
1517.0,4.1085922550777765,Firmicutes,Thermoanaerobacterium thermosaccharolyticum (Clostridium thermosaccharolyticum) (Strain: GSU5),40
1519.0,4.109851179556792,Firmicutes,Clostridium tyrobutyricum (Strain: Cirm BIA 2237),40
1520.0,4.103380115557106,Firmicutes,Clostridium beijerinckii (Clostridium MP) (Strain: BGS1),40
1522.0,4.177476324303461,Firmicutes,Clostridium innocuum (Strain: I46),40
1525.0,4.0954284460319705,Firmicutes,Moorella thermoacetica (Clostridium thermoaceticum) (Strain: 39073-HH),40
1526.0,4.15678940872159,Firmicutes,[Clostridium] aminophilum (Strain: F),40
1527.0,4.138848954962016,Firmicutes,Anaerocolumna aminovalerica (Strain: DSM 1283),40
1528.0,4.1535509489336535,Firmicutes,Eubacterium barkeri (Clostridium barkeri) (Strain: VPI 5359),40
1529.0,4.108077085150262,Firmicutes,Clostridium cadaveris (Strain: NLAE-zl-G419),40
1530.0,4.100947765381365,Firmicutes,Clostridium carnis (Strain: NCTC10913),40
1531.0,4.174420617778106,Firmicutes,[Clostridium] clostridioforme (Strain: 2789STDY5834865),40
1532.0,4.171817107198279,Firmicutes,Blautia coccoides (Strain: DSM 935),40
1533.0,4.0715468661222936,Firmicutes,Clostridium fallax (Strain: DSM 2631),40
1534.0,4.11354535616752,Firmicutes,Clostridium kluyveri (Strain: JZZ),40
1535.0,4.1667444766903605,Firmicutes,[Clostridium] leptum (Strain: AF17-9),40
1538.0,4.114005147882465,Firmicutes,Clostridium ljungdahlii (Strain: ERI-2),40
1542.0,4.08771348287478,Firmicutes,Clostridium novyi (Strain: 150557),40
1544.0,4.165374891095422,Firmicutes,Faecalicatena orotica (Strain: NLAE-zl-C242),40
1547.0,4.142249656426801,Firmicutes,Erysipelatoclostridium ramosum (Strain: AM21-17),40
1548.0,4.108180862931242,Firmicutes,Clostridium scatologenes (Strain: ATCC 25775),40
1552.0,4.104295520899958,Firmicutes,Clostridium estertheticum subsp. estertheticum (Strain: DSM 8809),40
